attitude,hospital,comment
5,上海市第六人民医院,很喜欢赵医生，耐心和蔼
5,上海市第六人民医院,很喜欢赵医生
5,上海市第六人民医院,用药用药用药期间
5,上海市第六人民医院,陆医生医术高超，对病人耐心细致，我患急性心梗是他精湛的医术救了我，至今已快一年了，各种检查都达标！十分感谢他！他贵为主任医师却没有一点架子，待病人耐心周到负责！
1,上海市第六人民医院,第一次去看病，态度还行，叫我下次也去挂她的号，把我之前吃的药都换了，我拿着这位医生开的药回家吃了一天以后，觉得头晕，无力，视力模糊，我停药后去找医生想咨询原因，因为我觉得是该医生帮我改的药。所以我应该继续找这个医生问清楚原因，她不耐烦的说说 [详细]
5,上海市第六人民医院,五颗星，符合，优秀
5,上海市第六人民医院,老妈高血压几十年了，近十年血压十分不稳定，吃过好多种药无法控制血压，赵医生制定方案后，能将血压控制得比较稳定
5,上海市第六人民医院,医生非常和善亲切 回答问题直切主题 非常好
5,上海市第六人民医院,潘医生对医患能做到耐心解答，通过医生的解答对自己的病情有了进一步的了解。
1,上海市第六人民医院,非常不好，完全没耐心，也不多说一句话，就打发走人
5,上海市第六人民医院,2013年魏医生亲自为我做了化学消融手术，术后药物调理，现在恢复的非常好，非常感谢魏医生。
5,上海市第六人民医院,医生医术精湛 和蔼可亲 很快安排家人做了检查 问题迎刃而解 非常感谢沈教授！
5,上海市第六人民医院,医生的笑容给患者带来的是“宽慰”，与陆医生交流如家人，很随意，很开心。
5,上海市第六人民医院,热情亲切十分敬业的好医生。
5,上海市第六人民医院,医术精明，态度好，对病人热情，
5,上海市第六人民医院,非常感谢潘医生为我妈调药。
4,上海市第六人民医院,很不错
5,上海市第六人民医院,赵医生热情亲切
5,上海市第六人民医院,魏主任不仅认真仔细阅览检查报告，而且能客观严谨地提出治疗方案，为患者着想，医术精，医德高。点赞！
5,上海市第六人民医院,沈医生，询问病情很是耐心
5,上海市第六人民医院,非常好的医生！祝潘医生春节快乐！
5,上海市第六人民医院,热情周到服务一流
5,上海市第六人民医院,一位经验老道的医生，对老母亲非常有办法。
5,上海市第六人民医院,赵医生医术高明，就诊几次后血脂恢复正常了，而且对待病人和蔼可亲。是位非常敬业的好医生
5,上海市第六人民医院,如沐春风
5,上海市第六人民医院,赵医生待病人亲切温和
5,上海市第六人民医院,-高血压患者老患者、很好复诊的。
5,上海市第六人民医院,金医生非常资深，经验丰富，和蔼可亲，极力推荐！
5,上海市第六人民医院,热情亲切经验丰富十分敬业
5,上海市第六人民医院,潘医生详细了解病情，再根据我的不同程度加减药物 ，谢谢！
5,上海市第六人民医院,非常专业
3,上海市第六人民医院,候诊时间长，等了一个上午，下午才能看到，因为不时有人插队就医，很无奈。
1,上海市第六人民医院,我冠脉CT检查为冠脉动脉粥样硬化和心肌桥，心超为左心房扩大，心电图异常，但这位医生对这些检查报告看都不看，五分钟不到就给打发了，开了二瓶治食管反流的奥美拉坐，叫他开硝酸甘油给我备用也不肯，很不耐烦！我从老远的莘庄过来，候诊一个多小时，只五分 [详细]
5,上海市第六人民医院,潘教授对病人态度非常好，她分析病情非常仔细，本人血压一直很高，去好多医院都看了没效果，经过潘教授的诊断把我的高血压看好了，现在的血压保持的非常正常，感谢潘教授。
5,上海市第六人民医院,非常好～
5,上海市第六人民医院,经验丰富，提出了许多建议，现在血压控制好了，人也不晕了非常满意
5,上海市第六人民医院,医生专业知识强
5,上海市第六人民医院,热情态度好，经验丰富使我对控制病情有信心。
5,上海市第六人民医院,医生耐心询问了我的病情，开出了降脂药，并且做出新的检查项目，同时约了下一次门诊时间
5,上海市第六人民医院,满意
5,上海市第六人民医院,医术高!态度好！
5,上海市第六人民医院,很好
2,上海市第六人民医院,没我想象的专业
5,上海市第六人民医院,很好
5,上海市第六人民医院,非常感谢金医生的疹疗，不亏为是资深的专家，经验非常丰富！
5,上海市第六人民医院,赵医生很耐心也很认真，非常专业！很好。
5,上海市第六人民医院,医生耐心听我们把问题描述清楚，耐心解释，我很满意
5,上海市第六人民医院,市民心中好医生
5,上海市第六人民医院,医生耐心，看了街道医院检查情况，补了两个检查，先配了点药
5,上海市第六人民医院,医生耐心，看了街道医院检查情况，补了两个检查，先配了点药
5,上海市第六人民医院,金医生经验非常丰富，态度极好，医术高超，回答问题很有耐心，极力推荐！
5,上海市第六人民医院,李京波主任经验丰富亲切热情十分敬业，耐心回答病人的病情，从专业角度分析病人的治疗方案，使病人感到放心安心，谢谢李主任！
5,上海市第六人民医院,耐心而且经验丰富
5,上海市第六人民医院,认真负责，想病人所想。
5,上海市第六人民医院,为人和气，医术高超
5,上海市第六人民医院,赵医生非常热情
4,上海市第六人民医院,医生没来，没有看到，白跑一趟
5,上海市第六人民医院,金医生工作十分认真，不但口述告诉病人如何服药，还给病人写在纸上。服药的时间，饭前还是饭后，都说得十分仔细。这种工作态度值得表扬。
5,上海市第六人民医院,魏教授冷静仔细，耐心询问，开了检查后还叮嘱注意事项，医术高超，心地善良
5,上海市第六人民医院,热情亲切，经验丰富
5,上海市第六人民医院,非常敬业的一位医生
5,上海市第六人民医院,非常满意，医生医术高明，耐心，判断准确
5,上海市第六人民医院,赵医生非常好、很和气、仔细问病情配了药！
5,上海市第六人民医院,沈医生和蔼可亲，难得遇到的好医生。
5,上海市第六人民医院,待人热情，经验丰富。
5,上海市第六人民医院,金教授非常和蔼耐心，认真仔细的询问病史，常规检查亲自动手，开了药还手写一张详细的服用方法，非常有信任感！开的药服用四天了，血压稳定良好，其他等疗程结束再看检查报告，总之体验比华山中山之类的好
5,上海市第六人民医院,赵主任是一位值得信赖的好医生！
5,上海市第六人民医院,潘静薇医生对待患者很细心、耐心、热心，不厌其烦。对病情判断准确，能对诊下药，经验丰富。给患者看病时经常连午饭都顾不上吃。乐於助人，主动帮助患者推荐其他科室医生诊疗。潘医生确实是个德艺双馨的好医生，值得信赖。
5,上海市第六人民医院,医生态度认真，所以我一直挂他的号。
5,上海市第六人民医院,非常感谢金医生的疹疗，每次疹疗感受到金医生的医德，医术的高超，对自己疾病有所帮助！
5,上海市第六人民医院,潘医生问诊特别仔细，我们约的是上午，潘医生一上午只是去了一次厕所。11.30同事帮忙送过来午餐，可潘医生一直没吃，怕患者着急，我们看完都1.20。可潘医生还有几个病人没看完。人家别的医生看了60多个号，她只看了20几个号。一个看阿姨特意从国 [详细]
5,上海市第六人民医院,暂未确定
5,上海市第六人民医院,术后复诊，耐心，专业，态度和蔼，很好的医生
5,上海市第六人民医院,术后复诊，耐心听病人阐述各种情况，能引导病人说出没注意的点，很好的医生，会持续复诊
5,上海市第六人民医院,陆医生人很不错，而且很有耐心。
5,上海市第六人民医院,黄医生态度和蔼，经验丰富！
5,上海市第六人民医院,高血压确诊已15年，坚持服药，血压控制良好，薇教授指出降压药可以减量，但扩血管药要坚持服用，定期作相关体检，预防血栓形成。
5,上海市第六人民医院,耐心解答
5,上海市第六人民医院,潘医生很耐心，沟通交流很顺畅！
4,上海市第六人民医院,老妈一直在马医生处看，感觉放心。
4,上海市第六人民医院,通过CT检查冠心病的帽子给脱了，有些检查必须的做。谢谢，金医生的细致的工作态度。
5,上海市第六人民医院,医生热情亲切 对于病情细致讲解 非常好的医生
5,上海市第六人民医院,诊疗过程对我帮助甚大！谢谢金医生！
5,上海市第六人民医院,不吹不黑，沈医生是遇到过的最好的医生，耐心，细心，热心，大大的赞。
4,上海市第六人民医院,无大碍
5,上海市第六人民医院,我是魏教受的老病号了，这次术后半年多了，来院复诊，谢谢魏教受
5,上海市第六人民医院,金医生提前就开始就为病人看病，减少病人的等待时间，金医生专业，经验丰富。
5,上海市第六人民医院,公公70岁，之前身体很好，但最近失眠心情抑郁，因为肥胖和年龄，估计是高血压之类的。约了潘医生，婆婆陪去的，说潘医生很耐心很专业，没有不耐烦。复诊继续约。
5,上海市第六人民医院,诊断认真仔细。
5,上海市第六人民医院,还可以态度亲切
5,上海市第六人民医院,确诊用药，用药用药用药
5,上海市第六人民医院,赵医生非常敬业，下午13点多一点就到了诊室，直接就开始看病；问诊认真详细，主动加手机上的网上诊室监测血压控制情况，第一次就诊后，主动预约下一次就诊时间；我就诊了3次，血脂就已经得到控制，恢复正常值
5,上海市第六人民医院,第二次就诊，潘医生热情亲切，药到病除。
5,上海市第六人民医院,医生告诉情况，建议明确，医术精湛
5,上海市第六人民医院,经赵主任的医德水平治疗后 高血压控制的很好
5,上海市第六人民医院,我是八十多岁的老人，心臟装了啟搏器，同时还有持续性房颤，要吃抗凝药，华发令，拜瑞妥都吃了。每种药服的时间长了都会前列腺出血，引起血尿（我前列脉腺肥大作过微切）。经常是到各医院去急诊，华发令出血还有些办法，这拜瑞妥进口药没有止血的药，要仃药后 [详细]
5,上海市第六人民医院,陆主任经验丰富，是一位值得信赖的好医生！
5,上海市第六人民医院,耐心丶细心，态度和蔼可亲。工作认真負责，经验丰富，有较强的判断能力，敬业精神强。是个德艺双馨的好医生。
5,上海市第六人民医院,和爱可亲
5,上海市第六人民医院,感谢李主任，本来是打算咨询何时有空可以进行手术的，结果李医生安排当天下午入院，第二天手术，第三天出院。术后恢复得很好，心电图上已没有预激综合症的症状。非常感谢李主任。
5,上海市第六人民医院,问诊看病很仔细，对病情把握准确，用药也十分恰当。
5,上海市第六人民医院,李医生十分敬业，热情亲切，经验丰富
5,上海市第六人民医院,潘医生非常好，医术好人品好，我第一次请她看早搏，一个月药物治疗，效果明显。态度和蔼，是位好医生。
5,上海市第六人民医院,好医生
5,上海市第六人民医院,第一次就诊，很有耐心的医生。
5,上海市第六人民医院,李医生很认真
2,上海市第六人民医院,让他量一下血压都没空，什么医生
5,上海市第六人民医院,魏主任非常和蔼！临床经验丰富！
5,上海市第六人民医院,金医生的诊疗是一种享受的过程，对我的帮助很大，非常感谢金医生给予我的医疗服务！
5,上海市第六人民医院,去年六月我想去装支架 马主任检查下来说不需要 当时冠脉堵了50% 后来马主任让我吃药治疗 指导我少盐 少糖 少脂 少油 饮食 再加运动 一年下来我再次检查 冠脉只堵40% 病情好转我很开心 马主任详细门询问病情 [详细]
5,上海市第六人民医院,我父母都是心血管毛病，已经在魏医生那里看了多年的病态度，魏医生医术高明，看病认真负责，热情情切，在他的医治方案下，俩老的病情一直得到了有效的控制，我们非常感谢魏医生。
5,上海市第六人民医院,谢谢
5,上海市第六人民医院,过程讲解简洁清楚，直接解决了我母亲血压的问题
3,上海市第六人民医院,感觉大夫态度很敷衍，什么都没说出来
5,上海市第六人民医院,好好，用药用药用药
5,上海市第六人民医院,和爱可亲
5,上海市第六人民医院,病情分析全面，非常耐心，态度很好，有问就答
5,上海市第六人民医院,简洁
5,上海市第六人民医院,潘医生很耐心很专业，非常值得信赖的一位专家
5,上海市第六人民医院,定期在金医生这边看
5,上海市第六人民医院,医生特别好，心电图写了优先照顾，还打电话让做完心电图赶紧去找他，感动
5,上海市第六人民医院,态度好
5,上海市第六人民医院,陆医生非常敬业，对病人态度很好，医疗水平高超，我很满意。
5,上海市第六人民医院,医生很棒，很快确诊，开了药之后早搏也没犯过了
5,上海市第六人民医院,热情亲切
5,上海市第六人民医院,金医生很热情，看病很仔细，解答问题很有耐心，还用笔写下注意事项。
5,上海市第六人民医院,诊断时间短，建议很好，超赞
5,上海市第六人民医院,我先生巳经是魏教授的老病号，魏教授经验丰富，热情亲切，我先生是肥厚性心肌梗阻，在一三年做了肥厚消融术，现在恢复的很好，在今年二月房颤做了射频消融，现在已有四个月了，恢复的很好，谢谢魏教授。
5,上海市第六人民医院,耐心讲解。
5,上海市第六人民医院,李主任经验丰富，问诊耐心，用药严谨，不让病人多吃药但疗效非常明显！
3,上海市第六人民医院,虽然预约，等待时间仍然要1个多小时
5,上海市第六人民医院,医生医术精湛，细心周到
5,上海市第六人民医院,谢谢赵医生，不亏是专家门诊
5,上海市第六人民医院,魏医生非常耐心。一般医生可能不太会去看他院的报告，魏医生也会仔细查看。当然为了进一步仔细检查，还是让医生重新开了检查单。做好检查后再复查。
5,上海市第六人民医院,经验丰富十分敬业！
5,上海市第六人民医院,金立仁医生工作十分认真，对待病人耐心讲解，告诉病人如何服药，不仅口述，还把服药的时间一一地写给病人。这种认真负责的工作作风，值得点赞，值得表扬。
5,上海市第六人民医院,吃了一个多月恢复正常血压了。
5,上海市第六人民医院,感谢赵主任，热情亲切，专业耐心解决我们的问题
5,上海市第六人民医院,魏医生经验丰富，对病人很亲切，一个很好医生
5,上海市第六人民医院,仔细耐心。
5,上海市第六人民医院,非常好非常好！本来我已经做好了吃降压药的准备了，马博士现场量了我的血压，仔细查看我的监控记录，向我仔细分析解释病情，明确告知我的情况，无需吃降压药，调整好心理和情绪即可，还拿他儿子做例子，非常暖心。
5,上海市第六人民医院,高血脂初诊，赵医生态度亲切，非常耐心的听取病人的阐述，由于是初诊，所以先开出一系列的检查项目，待后续再确定病情及治疗方案
5,上海市第六人民医院,金医生很有经验！
5,上海市第六人民医院,赵医生态度很好，经验丰富，等候时间短，非常满意。
5,上海市第六人民医院,很亲切，给我最有用的一句话:女人内心要强大!
5,上海市第六人民医院,赵主任耐心亲切 详细询问病人的病情 预约看诊时间 负责的医生
5,上海市第六人民医院,用药期间用药期间用药期间
5,上海市第六人民医院,魏医生非常专业和敬业！心脏支架术后复查，开了检查单，等检查结果出来后复诊。
5,上海市第六人民医院,赵医生经验丰富，把我的血压控制的很好，感谢！
4,上海市第六人民医院,赵医生，态度很和善有问必答。
5,上海市第六人民医院,李主任非常耐心热情
5,上海市第六人民医院,因病人有紧急情况，只好取消了，抱歉
5,上海市第六人民医院,热情亲切，经验丰富！
5,上海市第六人民医院,感谢金医生，诊疗过程非常耐心，仔细，对我帮助很大，值得信赖的好医生。感恩！
4,上海市第六人民医院,李医生态度很好，有问必答，能耐心听取病人的想法，开了药，治疗中
1,上海市第六人民医院,医生不负责，把病人推到急诊，说自己要下班。
5,上海市第六人民医院,沈主任非常nice
5,上海市第六人民医院,真的是非常有医德的一位敬业、专业水平高的好医生。
5,上海市第六人民医院,细心、热心、耐心，和蔼可亲医术、医德好！
5,上海市第六人民医院,张医生态度亲切，经验丰富，对我的病情缓解帮助很大。
5,上海市第六人民医院,态度很好的医生如果每位医生都这种态度就好了
5,上海市第六人民医院,用药适当，感觉好多了。
5,上海市第六人民医院,耐心细致。
5,上海市第六人民医院,好好好好
5,上海市第六人民医院,诊疗仔细认真，态度和蔼。倍感温暖。
5,上海市第六人民医院,认真负责，仔细诊断，和蔼可亲。
5,上海市第六人民医院,陆医生很热情，也很专业，很认真。
5,上海市第六人民医院,医生专业，经验丰富。
5,上海市第六人民医院,有耐心经验丰富
5,上海市第六人民医院,有耐心
5,上海市第六人民医院,根据病情情况 赵主任医师调整了高血压药品 稳定血压
5,上海市第六人民医院,经验丰富
5,上海市第六人民医院,金医生的诊疗对我很有帮助，非常值得信任，感恩金医生！
5,上海市第六人民医院,开了药，继续观察
5,上海市第六人民医院,非常好的医生
5,上海市第六人民医院,赵医生经验丰富，用药2月后，血脂已正常，肝功能指标也无异常。现血脂继续减半用药控制指标，脂肪肝也在用药进行调理治疗。本人比较认可赵医生的医疗方案，后续会继续请赵医生进行治疗……
5,上海市第六人民医院,陆医生仔细检查后立刻把我收住院，明天就做心脏造影。
3,上海市第六人民医院,最后问了张主任一个问题现在自己这样的状态需要注意点什么。张主任说，自己上网查查。一时无语
5,上海市第六人民医院,好医生敬业
1,上海市第六人民医院,态度差
5,上海市第六人民医院,谢谢金主任诊疗
5,上海市第六人民医院,医生超级棒，很温和，不高冷，特别亲切没有距离感
5,上海市第六人民医院,很好的医生，医术高超
5,上海市第六人民医院,非常好的医生
5,上海市第六人民医院,高血圧一次见效
5,上海市第六人民医院,24小时心电有2万多次早搏，验血检查了甲亢和心机炎（个人看检验结果正常），开了倍他乐克，吃了一周有缓解。还开了心脏彩超，但六院排队太长，一个多月以后了。
5,上海市第六人民医院,用药服药
4,上海市第六人民医院,医生说话大舌头听不清楚，看病也心不在焉，电脑打字也不大会，手指甲约有1厘米长，居然还做手术，系统里取消个订单也不会操作，害得我不想做的CT和他确认取消后，付款的时候居然钱还是付掉了。这医生简直是极品中的极品、奇葩中的奇葩、人类医学史上的奇迹 [详细]
5,上海市第六人民医院,能快速定位病症
5,上海市第六人民医院,对我提出的问题都给出了明确的回答，而且十分可信，是一位少见的大师。
5,上海市第六人民医院,经调整药物后，血压稳定。
5,上海市第六人民医院,医生态度耐心，认真负责。
5,上海市第六人民医院,医生热情亲切，热心的帮助给我母亲治疗，使我母亲的病从心里己得到安慰。我觉得她对患者的关心胜似儿女般的亲情，再一次表示感谢。
4,上海市第六人民医院,医生很认真，但脾气有点大
5,上海市第六人民医院,金医生，耐心，周到，会仔细告知如何服药，注意事项，给病人安心的感觉。
5,上海市第六人民医院,热情敬业，耐心细致
5,上海市第六人民医院,好
5,上海市第六人民医院,热情，敬业
5,上海市第六人民医院,"金医生听我描述高血脂病情后开始针对性的发问,问了好几个问题，我能看出金医生在听到我的回答后有在思考，和我说明了什么时间用药，什么时候验血复查，我觉得我相信医生的判断。先吃药三周再验血查指标。很多病人把医生当成了倾诉对象，觉得医生问诊时间短就 [详细]"
5,上海市第六人民医院,耐心细致
5,上海市第六人民医院,李主任，经验丰富，热情亲切，我是房颤十几年的病人，还有肥厚性心肌梗阻消融术，这次在初二又复发房颤，在李主任的妙手回春，十分敬业下做了射频消融术，现在恢复的很好感谢李主任。
5,上海市第六人民医院,耐心诚肯。
4,上海市第六人民医院,老妈一直在马医生处看的，有责任心，态度很好。
5,上海市第六人民医院,对病人亲切，仔细聆听病人的描述，很专业，也很敬业，点赞。
4,上海市第六人民医院,赵医生认真，仔细，耐心，很负责。
5,上海市第六人民医院,我先生是肥厚性心肌病，在2013年在魏教援的热情亲切，纳心，细心，和十分敬业，经验丰富，做了肥厚心肌射频消融手术，我先生手术已有五年了，沒有复发，都是魏教援的妙手回春，救了我先生的一命，我再这里代表我们全家谢谢魏教授
5,上海市第六人民医院,陆主任给病人看病认真负责，医术精湛，判断疾病精准，为人和蔼可亲，平易近人，经验丰富，十分敬业！对病人提出的问题耐心一一解答，他不愧为是当今社会德艺双馨的名医！在此，我对他深表感谢，祝陆主任新年快乐，幸福安康，万事如意！
5,上海市第六人民医院,医生耐心，仔细，是个敬业的好医生，
5,上海市第六人民医院,很好的医生，约我过节后回诊
5,上海市第六人民医院,经验丰富，热情亲切！
4,上海市第六人民医院,满意
5,上海市第六人民医院,十分细致敬业
5,上海市第六人民医院,李医生非常敬业，有问必答，最难得主动医嘱，不像别地方医生态度冷漠。我已推荐好多患者找医生就诊，都异口同声赞扬李医生。也祝李医生好人好运
5,上海市第六人民医院,马医生经验丰富，热情亲切，对症下药，血压控制得不错。
5,上海市第六人民医院,没去看病，临时有事情
5,上海市第六人民医院,金主任是个技术高超，经验丰富，十分敬业的好医生，我在他那就诊多次，每次他都比别的医生来的早，他不仅看病，还会告诉我如何应对病情，如何服药，我的甘油三脂从13.68降过正常，我很感谢他，祝他身体健康！
4,上海市第六人民医院,老妈一直看的好医生
5,上海市第六人民医院,陆主任待人和蔼热情，经验丰富，看病认真负责，十分敬业，对我提出的问题解释清楚，并亲切叮嘱今后生活中应注意的事项，陆主任不愧为是老百姓的好医生！
5,上海市第六人民医院,专业，敬业，医术高超，太棒的华佗
5,上海市第六人民医院,"潘主任十分专业，耐心，我是心跳快，血压波动，潘主任看了我的血液,动态心电图,心超检查单，帮我量了血压，建议我多锻炼，暂时没必要吃药。想想之前看其他医生情况，直接都是让吃药！"
5,上海市第六人民医院,魏主任态度和蔼、经验丰富、判断明了，勘误了我对自己病情的一些错误理解，感觉在他这里看病很踏实，是个值得信任的医生！
2,上海市第六人民医院,好不容易等到了就诊，医生说没有时间，就推给了其他的医生。
5,上海市第六人民医院,热情仔细，经验丰富，候诊时间短！
4,上海市第六人民医院,潘医生态度比较好
5,上海市第六人民医院,潘医生很和善，看了拍好的片子就联系我妈住院，做了手术，手术很及时，不然我妈很危险，谢谢！潘医生。
5,上海市第六人民医院,陆医生非常敬业，人非常好，反正是非常棒的医生
5,上海市第六人民医院,赵清主任对高血压患者来说就是好给力点赞、
5,上海市第六人民医院,金医生是一位非常值得信任、经验丰富、十分敬业的好医生
5,上海市第六人民医院,魏主任平易近人，解答患者疑虑耐心细致，医嘱明晰，非常感谢好医生！
5,上海市第六人民医院,用药用药用药
5,上海市第六人民医院,赵清医生问诊时耐心仔细，给我感觉认真负责。
5,上海市第六人民医院,很仔细认真，态度好，经验丰富
5,上海市第六人民医院,一直都是在潘医生那看的，经验丰富是个亲切的好医生。
5,上海市第六人民医院,感谢金医生的诊疗！
4,上海市第六人民医院,胆固醇高，赵医生开的药吃了2个月降下来了！
5,上海市第六人民医院,潘医生，问诊细致，开药根据病情及时调整，不断排除病因。
5,上海市第六人民医院,虽然等了些时间，亲切的态度如同邻居家的奶奶般
5,上海市第六人民医院,老病人了，一直在赵医生这里看，很好的
5,上海市第六人民医院,赵主任经验非常丰富，对待病人热情，是一位值得尊敬的好医生。
5,上海市第六人民医院,陆大夫态度好医德好！
5,上海市第六人民医院,潘医生非常仔细了解病情，态度特好，以后不舒服，就找您了！
4,上海市第六人民医院,脾气大，医术好。
5,上海市第六人民医院,热情亲切，
5,上海市第六人民医院,李主任热情亲切，不厌其烦地询问病情，经验丰富。
5,上海市第六人民医院,潘医生很好。耐心细致，经验丰富，对病人热情亲切而负责，因人而处方，是个好医生！
5,上海市第六人民医院,谢谢！
5,上海市第六人民医院,谢谢！
5,上海市第六人民医院,吃了药后病情好转。
5,上海市第六人民医院,满意，态度好。问的问题都问到点子上，分析我胸口疼痛的也很全面，还没有看到我在别处的检查报告做的初步判断也很准确。安排了两项检查，下次还挂潘医生号，希望能找到病因。
5,上海市第六人民医院,我是赵医生的老病人了，相信她的医术
5,上海市第六人民医院,赵医生热情亲切，经验丰富，帮我i调整了用药，另加了药，感觉好了点。望血压降到标准值
5,上海市第六人民医院,用药服药
5,上海市第六人民医院,一直在马医生这看病，马医生十分敬业，态度很好。老人去找马医生看病后就定心了。
5,上海市第六人民医院,赵医生亲切美丽，经验丰富。不仅告知病情和预防方法，还对药物做了调整。我是初患没有经验，降压药吃的太多了。看了大夫感觉心理压力好多了，也有了战胜这个病的信心。非常感谢赵医生！
5,上海市第六人民医院,人很好的
5,上海市第六人民医院,人很好的
5,上海市第六人民医院,通过治疗高血压症状有所缓解。
5,上海市第六人民医院,新药刚吃，有待观察
4,上海市第六人民医院,做各项检查，等待复诊
3,上海市第六人民医院,不是很有耐心
5,上海市第六人民医院,安排了相关检查，预约下次
5,上海市第六人民医院,魏医生医术高明，待人和蔼，非常感谢
5,上海市第六人民医院,住院，做手术
2,上海市第六人民医院,之前因为去西藏，事先过来找沈主任检查了平板运动检查和心电图，后来平板运动检查结果为阳性，而心电图也是沈主任安排第二天直接去病房检查，直接给出了结果，平板运动检查的结果复查，只能待西藏后回来检查。可是后面回来，错过了周一沈主任的出诊时间，一看 [详细]
5,上海市第六人民医院,张主任问诊细致、耐心！医术高超，医德高尚，是难得的好医生
1,上海市第六人民医院,医生说有床位就通知，到现在还没有通知不知道是什么情况？也没有一生的联系方式
4,上海市第六人民医院,还可以吧！
5,上海市第六人民医院,黄医生经验丰富 很好
5,上海市第六人民医院,和蔼可亲、病情讲解清楚、诊断明确，给出了具体的方案，满意！吃三个月药以后再去复查
5,上海市第六人民医院,潘主任真是一位值得信赖的好医生，技术高超，人又耐心温和，处处站在患者角度考虑，仁心仁术！
5,上海市第六人民医院,医生很好
5,上海市第六人民医院,感谢马主任
5,上海市第六人民医院,好医生
5,上海市第六人民医院,很专业，非常满意
5,上海市第六人民医院,潘主任，态度温和，对待患者提出的问题，能给予详细的讲解，是个非常敬业的好医生
3,上海市第六人民医院,一般，对药物有疑问，咨询不耐烦，说我一知半解，如果我知道，还要找你医生干嘛
5,上海市第六人民医院,本人高血压几年了一直在赵医生这里看病，赵医生她态度热情，医术精湛，答疑解惑，非常感谢！
4,上海市第六人民医院,挺好
5,上海市第六人民医院,满意
5,上海市第六人民医院,潘医生态度和蔼，医术高超。是好医生
5,上海市第六人民医院,问诊很仔细，经验丰富，对患者提出问题立即解答，判断准确，现正在服药中希望我父亲尽快康复！
5,上海市第六人民医院,张医生热情亲切，经验丰富，十分敬业。
5,上海市第六人民医院,问诊仔细，医术高明，很好的医生！
5,上海市第六人民医院,医生十分敬业负责，谢谢！
5,上海市第六人民医院,热情耐心，讲解用药机理细仔。虽暂时还没有把血压控制好，但会坚持去潘医生那里治疗。
4,上海市第六人民医院,医院服务较好，医生给力
1,上海市第六人民医院,态度冷谈，没耐心，最后竟然连药方都漏打一张！
5,上海市第六人民医院,金医生非常认真负责！没有别的专家的傲慢，和蔼可亲，把我们带去的体检单认真的看了一遍，并且针对病情开了药，嘱咐我们平时注意事项，并将服药方法都详细写给我们，真的很感动！现在像这样有本事又有医德的真的很少了，大大的赞！
5,上海市第六人民医院,医生十分敬业负责，谢谢！
5,上海市第六人民医院,感谢医生，医生诊疗时态度很好！
5,上海市第六人民医院,医生敬业，对病人提出的问题都一一解答，因为我是初诊，且没有找到病因，所以开出检查单子，等有结论后再去看。
5,上海市第六人民医院,感谢医生，医生诊疗时态度很好！
4,上海市第六人民医院,感恩！医生的诊疗对我很有帮助。
5,上海市第六人民医院,医生很专业，经验丰富！
5,上海市第六人民医院,张医生看病认真仔细，热情亲切，医术高，己看过N次，张医生看病我们放心。
5,上海市第六人民医院,服药期间服药期间服药期间服药期间
5,上海市第六人民医院,医生的诊疗对我非常有帮助，感恩！
5,上海市第六人民医院,医院服务非常满意，医生很棒！
4,上海市第六人民医院,感恩！医生的诊疗对我很有帮助。
5,上海市第六人民医院,医生十分敬业负责，谢谢！
4,上海市第六人民医院,肥厚性非梗阻心肌病，医生说没什么大问题，但也不是没有问题，吃药
5,上海市第六人民医院,感谢医生，医生诊疗时态度很好！
5,上海市第六人民医院,经验丰富，热情亲切，药到病除。
5,上海市第六人民医院,医生的诊疗对我非常有帮助，感恩！
5,上海市第六人民医院,潘医生超级好，给妈妈约的潘医生，后来一直在潘医生这里看，对症治疗，妈妈再也不要其他医生了，只认准了潘医生。现在妈妈还让我给外婆挂个号也在潘医生这里看，问了潘医生妈妈才放心。
5,上海市第六人民医院,经验丰富，热情亲切，十分敬业
4,上海市第六人民医院,张教授认真负责态度好！
5,上海市第六人民医院,医生十分敬业负责，谢谢！
5,上海市第六人民医院,医生很专业，经验丰富！
2,上海市第六人民医院,看了三、四个月。还是老样子，没有什么进展。另外吃了三个多月他汀，把肝、肾吃了指标超高。以后再也不到六院专家心内科看病了！
5,上海市第六人民医院,医生很专业，经验丰富！
5,上海市第六人民医院,感谢医生，医生诊疗时态度很好！
5,上海市第六人民医院,医生的诊疗对我非常有帮助，感恩！
5,上海市第六人民医院,医院服务非常满意，医生很棒！
5,上海市第六人民医院,医生的诊疗对我非常有帮助，感恩！
5,上海市第六人民医院,感谢医生，医生诊疗时态度很好！
5,上海市第六人民医院,医生十分敬业负责，谢谢！
5,上海市第六人民医院,衷心感谢张医生，经过两年多的治疗，最近的检查终于确定困扰了我五年多的高血脂各项指标全部正常了。高血压在药物配合下也已完全完成，现在唯一的希望就是有没有可能彻底摆脱药物了。
5,上海市第六人民医院,感谢医生，医生诊疗时态度很好！
5,上海市第六人民医院,感谢医生，医生诊疗时态度很好！对病人负责，建议我做一个深度造影。
5,上海市第六人民医院,医生十分敬业负责，谢谢！
5,上海市第六人民医院,感谢医生，医生诊疗时态度很好！
5,上海市第六人民医院,医生的诊疗对我非常有帮助，感恩！
5,上海市第六人民医院,医生的诊疗对我非常有帮助，感恩！
5,上海市第六人民医院,医生十分敬业负责，谢谢！
5,上海市第六人民医院,医院服务非常满意，医生很棒！
